feature,group,season,leakage_suspect,target,rho_full,block_within,block_between,rho_2022,rho_2023,year_consistent,feature_class,robust,cross_season,property_lability,cross_season_concern,ml_recommendation
s2_B12_autumn,Spectral-base,autumn,YES,S,-0.216,-0.059,-0.33,0.169,-0.267,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
s2_B12_late_summer,Spectral-base,late-summer,YES,S,-0.227,-0.079,-0.345,0.195,-0.294,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
s2_B12_spring,Spectral-base,spring,no,S,-0.189,-0.056,-0.304,0.085,-0.202,no,weak,False,False,labile,False,DROP-WEAK
s2_B12_summer,Spectral-base,summer,YES,S,-0.205,-0.036,-0.23,-0.076,-0.239,no,weak,False,True,labile,True,DROP-WEAK
s2_B2_autumn,Spectral-base,autumn,YES,S,-0.233,-0.046,-0.378,0.112,-0.281,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
s2_B2_late_summer,Spectral-base,late-summer,YES,S,-0.248,-0.035,-0.337,0.209,-0.327,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
s2_B2_spring,Spectral-base,spring,no,S,-0.208,-0.048,-0.148,-0.051,-0.243,no,weak,False,False,labile,False,DROP-WEAK
s2_B2_summer,Spectral-base,summer,YES,S,-0.315,-0.091,-0.317,-0.171,-0.391,yes,zonal_only,False,True,labile,True,EXCLUDE-TEMPORAL
s2_B3_autumn,Spectral-base,autumn,YES,S,-0.249,-0.038,-0.352,0.152,-0.315,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
s2_B3_late_summer,Spectral-base,late-summer,YES,S,-0.214,-0.015,-0.244,0.322,-0.293,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
s2_B3_spring,Spectral-base,spring,no,S,-0.232,-0.036,-0.144,0.025,-0.281,no,unstable,False,False,labile,False,EXCLUDE-UNSTABLE
s2_B3_summer,Spectral-base,summer,YES,S,-0.34,-0.084,-0.285,-0.12,-0.397,yes,weak,False,True,labile,True,DROP-WEAK
s2_B4_autumn,Spectral-base,autumn,YES,S,-0.224,-0.028,-0.358,0.183,-0.268,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
s2_B4_late_summer,Spectral-base,late-summer,YES,S,-0.235,-0.042,-0.285,0.338,-0.328,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
s2_B4_spring,Spectral-base,spring,no,S,-0.244,-0.038,-0.167,0.111,-0.309,no,unstable,False,False,labile,False,EXCLUDE-UNSTABLE
s2_B4_summer,Spectral-base,summer,YES,S,-0.311,-0.029,-0.302,-0.096,-0.374,no,zonal_only,False,True,labile,True,EXCLUDE-TEMPORAL
s2_B5_autumn,Spectral-base,autumn,YES,S,-0.206,-0.001,-0.268,0.202,-0.263,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
s2_B5_late_summer,Spectral-base,late-summer,YES,S,-0.181,-0.025,-0.2,0.311,-0.252,no,weak,False,True,labile,True,DROP-WEAK
s2_B5_spring,Spectral-base,spring,no,S,-0.245,-0.039,-0.153,0.13,-0.316,no,unstable,False,False,labile,False,EXCLUDE-UNSTABLE
s2_B5_summer,Spectral-base,summer,YES,S,-0.321,-0.023,-0.329,-0.063,-0.363,no,zonal_only,False,True,labile,True,EXCLUDE-TEMPORAL
s2_B6_autumn,Spectral-base,autumn,YES,S,-0.123,0.023,-0.134,0.238,-0.181,no,weak,False,True,labile,True,DROP-WEAK
s2_B6_late_summer,Spectral-base,late-summer,YES,S,0.066,0.018,0.134,0.3,0.068,no,weak,False,True,labile,True,DROP-WEAK
s2_B6_spring,Spectral-base,spring,no,S,-0.241,-0.055,-0.156,0.056,-0.316,no,unstable,False,False,labile,False,EXCLUDE-UNSTABLE
s2_B6_summer,Spectral-base,summer,YES,S,-0.017,-0.024,0.09,0.133,-0.03,no,weak,False,True,labile,True,DROP-WEAK
s2_B7_autumn,Spectral-base,autumn,YES,S,-0.103,0.023,-0.099,0.258,-0.154,no,weak,False,True,labile,True,DROP-WEAK
s2_B7_late_summer,Spectral-base,late-summer,YES,S,0.086,0.011,0.13,0.321,0.089,no,weak,False,True,labile,True,DROP-WEAK
s2_B7_spring,Spectral-base,spring,no,S,-0.246,-0.057,-0.156,0.052,-0.318,no,unstable,False,False,labile,False,EXCLUDE-UNSTABLE
s2_B7_summer,Spectral-base,summer,YES,S,0.003,-0.026,0.092,0.086,-0.001,no,weak,False,True,labile,True,DROP-WEAK
s2_B8_autumn,Spectral-base,autumn,YES,S,-0.08,0.032,-0.066,0.251,-0.117,no,weak,False,True,labile,True,DROP-WEAK
s2_B8_late_summer,Spectral-base,late-summer,YES,S,0.096,0.02,0.157,0.271,0.1,no,weak,False,True,labile,True,DROP-WEAK
s2_B8_spring,Spectral-base,spring,no,S,-0.228,-0.051,-0.135,0.09,-0.293,no,unstable,False,False,labile,False,EXCLUDE-UNSTABLE
s2_B8_summer,Spectral-base,summer,YES,S,0.006,-0.005,0.095,0.038,0.002,no,weak,False,True,labile,True,DROP-WEAK
s2_B8A_autumn,Spectral-base,autumn,YES,S,-0.078,0.042,-0.109,0.258,-0.112,no,weak,False,True,labile,True,DROP-WEAK
s2_B8A_late_summer,Spectral-base,late-summer,YES,S,0.1,0.014,0.182,0.277,0.106,yes,weak,False,True,labile,True,DROP-WEAK
s2_B8A_spring,Spectral-base,spring,no,S,-0.243,-0.057,-0.196,0.029,-0.308,no,unstable,False,False,labile,False,EXCLUDE-UNSTABLE
s2_B8A_summer,Spectral-base,summer,YES,S,0.003,-0.022,0.107,0.048,0.0,no,weak,False,True,labile,True,DROP-WEAK
s2_BSI_autumn,Spectral-base,autumn,YES,S,-0.062,-0.063,-0.279,-0.222,-0.005,no,weak,False,True,labile,True,DROP-WEAK
s2_BSI_late_summer,Spectral-base,late-summer,YES,S,-0.16,-0.043,-0.316,-0.067,-0.181,no,weak,False,True,labile,True,DROP-WEAK
s2_BSI_spring,Spectral-base,spring,no,S,0.063,-0.027,0.01,-0.031,0.07,no,weak,False,False,labile,False,DROP-WEAK
s2_BSI_summer,Spectral-base,summer,YES,S,-0.147,-0.017,-0.197,-0.159,-0.173,yes,weak,False,True,labile,True,DROP-WEAK
s2_Cl_Red_Edge_autumn,Spectral-base,autumn,YES,S,0.165,0.016,0.399,0.15,0.136,yes,weak,False,True,labile,True,DROP-WEAK
s2_Cl_Red_Edge_late_summer,Spectral-base,late-summer,YES,S,0.19,0.027,0.273,-0.223,0.268,no,weak,False,True,labile,True,DROP-WEAK
s2_Cl_Red_Edge_spring,Spectral-base,spring,no,S,0.048,-0.072,0.156,-0.045,0.069,no,weak,False,False,labile,False,DROP-WEAK
s2_Cl_Red_Edge_summer,Spectral-base,summer,YES,S,0.226,0.008,0.293,0.105,0.272,yes,weak,False,True,labile,True,DROP-WEAK
s2_EVI_autumn,Spectral-base,autumn,YES,S,0.083,0.034,0.272,0.217,0.028,no,weak,False,True,labile,True,DROP-WEAK
s2_EVI_late_summer,Spectral-base,late-summer,YES,S,0.189,0.016,0.265,-0.148,0.256,no,weak,False,True,labile,True,DROP-WEAK
s2_EVI_spring,Spectral-base,spring,no,S,-0.126,-0.096,0.024,0.012,-0.162,no,weak,False,False,labile,False,DROP-WEAK
s2_EVI_summer,Spectral-base,summer,YES,S,0.134,-0.004,0.187,0.123,0.169,yes,weak,False,True,labile,True,DROP-WEAK
s2_GNDVI_autumn,Spectral-base,autumn,YES,S,0.31,0.066,0.614,0.164,0.323,yes,zonal_only,False,True,labile,True,EXCLUDE-TEMPORAL
s2_GNDVI_late_summer,Spectral-base,late-summer,YES,S,0.25,0.017,0.337,-0.066,0.316,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
s2_GNDVI_spring,Spectral-base,spring,no,S,0.09,-0.092,0.262,0.039,0.092,no,weak,False,False,labile,False,DROP-WEAK
s2_GNDVI_summer,Spectral-base,summer,YES,S,0.172,0.027,0.206,0.171,0.222,yes,weak,False,True,labile,True,DROP-WEAK
s2_NDRE_autumn,Spectral-base,autumn,YES,S,0.206,0.015,0.468,0.032,0.191,no,weak,False,True,labile,True,DROP-WEAK
s2_NDRE_late_summer,Spectral-base,late-summer,YES,S,0.21,0.032,0.341,-0.196,0.293,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
s2_NDRE_spring,Spectral-base,spring,no,S,0.169,-0.082,0.258,-0.04,0.216,no,weak,False,False,labile,False,DROP-WEAK
s2_NDRE_summer,Spectral-base,summer,YES,S,0.214,0.01,0.282,0.137,0.26,yes,weak,False,True,labile,True,DROP-WEAK
s2_NDVI_autumn,Spectral-base,autumn,YES,S,0.181,0.022,0.423,0.129,0.154,yes,weak,False,True,labile,True,DROP-WEAK
s2_NDVI_late_summer,Spectral-base,late-summer,YES,S,0.22,0.011,0.364,-0.193,0.301,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
s2_NDVI_spring,Spectral-base,spring,no,S,0.128,-0.081,0.22,-0.002,0.165,no,weak,False,False,labile,False,DROP-WEAK
s2_NDVI_summer,Spectral-base,summer,YES,S,0.197,0.016,0.231,0.119,0.248,yes,weak,False,True,labile,True,DROP-WEAK
s2_SAVI_autumn,Spectral-base,autumn,YES,S,0.113,0.048,0.282,0.23,0.06,no,weak,False,True,labile,True,DROP-WEAK
s2_SAVI_late_summer,Spectral-base,late-summer,YES,S,0.201,0.018,0.279,-0.156,0.264,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
s2_SAVI_spring,Spectral-base,spring,no,S,-0.1,-0.1,0.08,0.04,-0.133,no,weak,False,False,labile,False,DROP-WEAK
s2_SAVI_summer,Spectral-base,summer,YES,S,0.132,0.004,0.18,0.139,0.168,yes,weak,False,True,labile,True,DROP-WEAK
l8_GNDVI_autumn,Spectral-base,autumn,YES,S,0.333,0.111,0.556,0.214,0.345,yes,zonal_only,False,True,labile,True,EXCLUDE-TEMPORAL
l8_GNDVI_late_summer,Spectral-base,late-summer,YES,S,0.361,0.098,0.582,0.08,0.413,no,zonal_only,False,True,labile,True,EXCLUDE-TEMPORAL
l8_GNDVI_spring,Spectral-base,spring,no,S,0.069,-0.03,0.018,-0.117,0.122,no,weak,False,False,labile,False,DROP-WEAK
l8_GNDVI_summer,Spectral-base,summer,YES,S,0.171,0.104,0.296,0.356,0.206,yes,weak,False,True,labile,True,DROP-WEAK
l8_NDVI_autumn,Spectral-base,autumn,YES,S,0.25,0.043,0.467,0.095,0.261,no,weak,False,True,labile,True,DROP-WEAK
l8_NDVI_late_summer,Spectral-base,late-summer,YES,S,0.348,0.069,0.557,-0.037,0.417,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
l8_NDVI_spring,Spectral-base,spring,no,S,0.128,-0.016,0.135,-0.125,0.193,no,weak,False,False,labile,False,DROP-WEAK
l8_NDVI_summer,Spectral-base,summer,YES,S,0.199,0.094,0.339,0.366,0.225,yes,weak,False,True,labile,True,DROP-WEAK
l8_SAVI_autumn,Spectral-base,autumn,YES,S,0.242,0.045,0.341,0.159,0.248,yes,weak,False,True,labile,True,DROP-WEAK
l8_SAVI_late_summer,Spectral-base,late-summer,YES,S,0.383,0.077,0.653,0.19,0.422,yes,zonal_only,False,True,labile,True,EXCLUDE-TEMPORAL
l8_SAVI_spring,Spectral-base,spring,no,S,-0.041,-0.011,0.001,-0.033,-0.027,no,weak,False,False,labile,False,DROP-WEAK
l8_SAVI_summer,Spectral-base,summer,YES,S,0.161,0.102,0.301,0.381,0.179,yes,weak,False,True,labile,True,DROP-WEAK
l8_SR_B2_autumn,Spectral-base,autumn,YES,S,-0.105,-0.01,-0.202,0.135,-0.122,no,weak,False,True,labile,True,DROP-WEAK
l8_SR_B2_late_summer,Spectral-base,late-summer,YES,S,-0.24,-0.065,-0.422,0.162,-0.306,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
l8_SR_B2_spring,Spectral-base,spring,no,S,-0.309,-0.061,-0.349,0.082,-0.379,no,unstable,False,False,labile,False,EXCLUDE-UNSTABLE
l8_SR_B2_summer,Spectral-base,summer,YES,S,-0.195,-0.035,-0.488,-0.437,-0.196,yes,weak,False,True,labile,True,DROP-WEAK
l8_SR_B3_autumn,Spectral-base,autumn,YES,S,-0.167,-0.001,-0.427,0.135,-0.198,no,weak,False,True,labile,True,DROP-WEAK
l8_SR_B3_late_summer,Spectral-base,late-summer,YES,S,-0.195,-0.038,-0.31,0.262,-0.273,no,weak,False,True,labile,True,DROP-WEAK
l8_SR_B3_spring,Spectral-base,spring,no,S,-0.299,-0.032,-0.305,0.282,-0.381,no,unstable,False,False,labile,False,EXCLUDE-UNSTABLE
l8_SR_B3_summer,Spectral-base,summer,YES,S,-0.293,-0.029,-0.521,-0.257,-0.312,yes,weak,False,True,labile,True,DROP-WEAK
l8_SR_B4_autumn,Spectral-base,autumn,YES,S,-0.151,0.011,-0.293,0.135,-0.171,no,weak,False,True,labile,True,DROP-WEAK
l8_SR_B4_late_summer,Spectral-base,late-summer,YES,S,-0.208,-0.028,-0.293,0.262,-0.286,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
l8_SR_B4_spring,Spectral-base,spring,no,S,-0.278,-0.022,-0.296,0.317,-0.36,no,unstable,False,False,labile,False,EXCLUDE-UNSTABLE
l8_SR_B4_summer,Spectral-base,summer,YES,S,-0.28,-0.029,-0.508,-0.337,-0.297,yes,weak,False,True,labile,True,DROP-WEAK
l8_SR_B5_autumn,Spectral-base,autumn,YES,S,0.089,0.018,0.155,0.22,0.085,no,weak,False,True,labile,True,DROP-WEAK
l8_SR_B5_late_summer,Spectral-base,late-summer,YES,S,0.315,0.091,0.499,0.188,0.347,yes,zonal_only,False,True,labile,True,EXCLUDE-TEMPORAL
l8_SR_B5_spring,Spectral-base,spring,no,S,-0.276,-0.052,-0.238,0.04,-0.336,no,unstable,False,False,labile,False,EXCLUDE-UNSTABLE
l8_SR_B5_summer,Spectral-base,summer,YES,S,0.073,0.117,0.138,0.325,0.069,no,weak,False,True,labile,True,DROP-WEAK
l8_SR_B6_autumn,Spectral-base,autumn,YES,S,0.026,0.028,-0.048,0.22,0.016,no,weak,False,True,labile,True,DROP-WEAK
l8_SR_B6_late_summer,Spectral-base,late-summer,YES,S,-0.188,-0.041,-0.344,0.157,-0.241,no,weak,False,True,labile,True,DROP-WEAK
l8_SR_B6_spring,Spectral-base,spring,no,S,-0.16,-0.01,-0.394,-0.19,-0.16,yes,weak,False,False,labile,False,DROP-WEAK
l8_SR_B6_summer,Spectral-base,summer,YES,S,-0.243,-0.025,-0.535,-0.388,-0.215,yes,weak,False,True,labile,True,DROP-WEAK
l8_SR_B7_autumn,Spectral-base,autumn,YES,S,0.041,0.003,0.029,0.096,0.051,no,weak,False,True,labile,True,DROP-WEAK
l8_SR_B7_late_summer,Spectral-base,late-summer,YES,S,-0.262,-0.07,-0.467,0.065,-0.317,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
l8_SR_B7_spring,Spectral-base,spring,no,S,-0.108,0.005,-0.324,-0.021,-0.1,no,weak,False,False,labile,False,DROP-WEAK
l8_SR_B7_summer,Spectral-base,summer,YES,S,-0.167,-0.053,-0.402,-0.405,-0.146,yes,weak,False,True,labile,True,DROP-WEAK
spectral_B11_autumn,Spectral-composite,autumn,YES,S,-0.17,-0.037,-0.162,0.251,-0.246,no,weak,False,True,labile,True,DROP-WEAK
spectral_B11_late_summer,Spectral-composite,late-summer,YES,S,-0.218,-0.083,-0.292,0.218,-0.292,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
spectral_B11_spring,Spectral-composite,spring,YES,S,-0.235,-0.088,-0.325,-0.062,-0.26,no,weak,False,False,labile,False,DROP-WEAK
spectral_B11_summer,Spectral-composite,summer,YES,S,-0.272,-0.047,-0.312,-0.144,-0.294,yes,weak,False,True,labile,True,DROP-WEAK
spectral_B11_B8_autumn,Spectral-composite,autumn,YES,S,-0.081,-0.067,-0.304,-0.241,-0.049,no,weak,False,True,labile,True,DROP-WEAK
spectral_B11_B8_late_summer,Spectral-composite,late-summer,YES,S,-0.149,-0.04,-0.282,-0.182,-0.154,yes,weak,False,True,labile,True,DROP-WEAK
spectral_B11_B8_spring,Spectral-composite,spring,YES,S,0.06,-0.045,-0.042,-0.169,0.081,no,weak,False,False,labile,False,DROP-WEAK
spectral_B11_B8_summer,Spectral-composite,summer,YES,S,-0.128,-0.031,-0.156,-0.149,-0.146,yes,weak,False,True,labile,True,DROP-WEAK
spectral_B12_autumn,Spectral-composite,autumn,YES,S,-0.212,-0.069,-0.316,0.238,-0.267,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
spectral_B12_late_summer,Spectral-composite,late-summer,YES,S,-0.227,-0.079,-0.345,0.195,-0.294,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
spectral_B12_spring,Spectral-composite,spring,YES,S,-0.189,-0.056,-0.304,0.085,-0.202,no,weak,False,False,labile,False,DROP-WEAK
spectral_B12_summer,Spectral-composite,summer,YES,S,-0.205,-0.036,-0.23,-0.076,-0.239,no,weak,False,True,labile,True,DROP-WEAK
spectral_B2_autumn,Spectral-composite,autumn,YES,S,-0.234,-0.041,-0.406,0.072,-0.281,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
spectral_B2_late_summer,Spectral-composite,late-summer,YES,S,-0.248,-0.035,-0.337,0.209,-0.327,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
spectral_B2_spring,Spectral-composite,spring,YES,S,-0.208,-0.048,-0.148,-0.051,-0.243,no,weak,False,False,labile,False,DROP-WEAK
spectral_B2_summer,Spectral-composite,summer,YES,S,-0.315,-0.091,-0.317,-0.171,-0.391,yes,zonal_only,False,True,labile,True,EXCLUDE-TEMPORAL
spectral_B3_autumn,Spectral-composite,autumn,YES,S,-0.249,-0.035,-0.34,0.101,-0.315,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
spectral_B3_late_summer,Spectral-composite,late-summer,YES,S,-0.214,-0.015,-0.244,0.322,-0.293,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
spectral_B3_spring,Spectral-composite,spring,YES,S,-0.232,-0.036,-0.144,0.025,-0.281,no,unstable,False,False,labile,False,EXCLUDE-UNSTABLE
spectral_B3_summer,Spectral-composite,summer,YES,S,-0.34,-0.084,-0.285,-0.12,-0.397,yes,weak,False,True,labile,True,DROP-WEAK
spectral_B3_B4_autumn,Spectral-composite,autumn,YES,S,-0.046,-0.015,-0.011,-0.218,-0.104,yes,weak,False,True,labile,True,DROP-WEAK
spectral_B3_B4_late_summer,Spectral-composite,late-summer,YES,S,0.177,0.024,0.299,-0.363,0.245,no,weak,False,True,labile,True,DROP-WEAK
spectral_B3_B4_spring,Spectral-composite,spring,YES,S,-0.05,-0.025,-0.134,-0.204,-0.008,no,weak,False,False,labile,False,DROP-WEAK
spectral_B3_B4_summer,Spectral-composite,summer,YES,S,0.204,-0.025,0.221,0.095,0.258,no,weak,False,True,labile,True,DROP-WEAK
spectral_B4_autumn,Spectral-composite,autumn,YES,S,-0.224,-0.027,-0.347,0.15,-0.268,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
spectral_B4_late_summer,Spectral-composite,late-summer,YES,S,-0.235,-0.042,-0.285,0.338,-0.328,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
spectral_B4_spring,Spectral-composite,spring,YES,S,-0.244,-0.038,-0.167,0.111,-0.309,no,unstable,False,False,labile,False,EXCLUDE-UNSTABLE
spectral_B4_summer,Spectral-composite,summer,YES,S,-0.311,-0.029,-0.302,-0.096,-0.374,no,zonal_only,False,True,labile,True,EXCLUDE-TEMPORAL
spectral_B5_autumn,Spectral-composite,autumn,YES,S,-0.208,-0.006,-0.236,0.161,-0.263,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
spectral_B5_late_summer,Spectral-composite,late-summer,YES,S,-0.181,-0.025,-0.2,0.311,-0.252,no,weak,False,True,labile,True,DROP-WEAK
spectral_B5_spring,Spectral-composite,spring,YES,S,-0.245,-0.039,-0.153,0.13,-0.316,no,unstable,False,False,labile,False,EXCLUDE-UNSTABLE
spectral_B5_summer,Spectral-composite,summer,YES,S,-0.321,-0.023,-0.329,-0.063,-0.363,no,zonal_only,False,True,labile,True,EXCLUDE-TEMPORAL
spectral_B6_autumn,Spectral-composite,autumn,YES,S,-0.117,0.018,-0.081,0.176,-0.181,no,weak,False,True,labile,True,DROP-WEAK
spectral_B6_late_summer,Spectral-composite,late-summer,YES,S,0.066,0.018,0.134,0.3,0.068,no,weak,False,True,labile,True,DROP-WEAK
spectral_B6_spring,Spectral-composite,spring,YES,S,-0.241,-0.055,-0.156,0.056,-0.316,no,unstable,False,False,labile,False,EXCLUDE-UNSTABLE
spectral_B6_summer,Spectral-composite,summer,YES,S,-0.017,-0.024,0.09,0.133,-0.03,no,weak,False,True,labile,True,DROP-WEAK
spectral_B7_autumn,Spectral-composite,autumn,YES,S,-0.092,0.019,-0.063,0.2,-0.154,no,weak,False,True,labile,True,DROP-WEAK
spectral_B7_late_summer,Spectral-composite,late-summer,YES,S,0.086,0.011,0.13,0.321,0.089,no,weak,False,True,labile,True,DROP-WEAK
spectral_B7_spring,Spectral-composite,spring,YES,S,-0.246,-0.057,-0.156,0.052,-0.318,no,unstable,False,False,labile,False,EXCLUDE-UNSTABLE
spectral_B7_summer,Spectral-composite,summer,YES,S,0.003,-0.026,0.092,0.086,-0.001,no,weak,False,True,labile,True,DROP-WEAK
spectral_B8_autumn,Spectral-composite,autumn,YES,S,-0.075,0.017,-0.07,0.199,-0.117,no,weak,False,True,labile,True,DROP-WEAK
spectral_B8_late_summer,Spectral-composite,late-summer,YES,S,0.096,0.02,0.157,0.271,0.1,no,weak,False,True,labile,True,DROP-WEAK
spectral_B8_spring,Spectral-composite,spring,YES,S,-0.228,-0.051,-0.135,0.09,-0.293,no,unstable,False,False,labile,False,EXCLUDE-UNSTABLE
spectral_B8_summer,Spectral-composite,summer,YES,S,0.006,-0.005,0.095,0.038,0.002,no,weak,False,True,labile,True,DROP-WEAK
spectral_B8A_autumn,Spectral-composite,autumn,YES,S,-0.067,0.025,-0.066,0.213,-0.112,no,weak,False,True,labile,True,DROP-WEAK
spectral_B8A_late_summer,Spectral-composite,late-summer,YES,S,0.1,0.014,0.182,0.277,0.106,yes,weak,False,True,labile,True,DROP-WEAK
spectral_B8A_spring,Spectral-composite,spring,YES,S,-0.243,-0.057,-0.196,0.029,-0.308,no,unstable,False,False,labile,False,EXCLUDE-UNSTABLE
spectral_B8A_summer,Spectral-composite,summer,YES,S,0.003,-0.022,0.107,0.048,0.0,no,weak,False,True,labile,True,DROP-WEAK
spectral_B8_B4_autumn,Spectral-composite,autumn,YES,S,0.211,0.032,0.401,0.185,0.191,yes,weak,False,True,labile,True,DROP-WEAK
spectral_B8_B4_late_summer,Spectral-composite,late-summer,YES,S,0.214,0.014,0.32,-0.22,0.295,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
spectral_B8_B4_spring,Spectral-composite,spring,YES,S,0.112,-0.075,0.201,-0.002,0.145,no,weak,False,False,labile,False,DROP-WEAK
spectral_B8_B4_summer,Spectral-composite,summer,YES,S,0.211,0.005,0.282,0.108,0.259,yes,weak,False,True,labile,True,DROP-WEAK
spectral_BSI_autumn,Spectral-composite,autumn,YES,S,-0.054,-0.068,-0.247,-0.246,-0.005,no,weak,False,True,labile,True,DROP-WEAK
spectral_BSI_late_summer,Spectral-composite,late-summer,YES,S,-0.16,-0.043,-0.316,-0.067,-0.181,no,weak,False,True,labile,True,DROP-WEAK
spectral_BSI_spring,Spectral-composite,spring,YES,S,0.063,-0.027,0.01,-0.031,0.07,no,weak,False,False,labile,False,DROP-WEAK
spectral_BSI_summer,Spectral-composite,summer,YES,S,-0.147,-0.017,-0.197,-0.159,-0.173,yes,weak,False,True,labile,True,DROP-WEAK
spectral_Cl_Red_Edge_autumn,Spectral-composite,autumn,YES,S,0.17,0.013,0.41,0.206,0.136,yes,weak,False,True,labile,True,DROP-WEAK
spectral_Cl_Red_Edge_late_summer,Spectral-composite,late-summer,YES,S,0.19,0.027,0.273,-0.223,0.268,no,weak,False,True,labile,True,DROP-WEAK
spectral_Cl_Red_Edge_spring,Spectral-composite,spring,YES,S,0.048,-0.072,0.156,-0.045,0.069,no,weak,False,False,labile,False,DROP-WEAK
spectral_Cl_Red_Edge_summer,Spectral-composite,summer,YES,S,0.226,0.008,0.293,0.105,0.272,yes,weak,False,True,labile,True,DROP-WEAK
spectral_EVI_autumn,Spectral-composite,autumn,YES,S,0.089,0.018,0.215,-0.145,0.047,no,weak,False,True,labile,True,DROP-WEAK
spectral_EVI_late_summer,Spectral-composite,late-summer,YES,S,0.195,0.025,0.257,-0.319,0.278,no,weak,False,True,labile,True,DROP-WEAK
spectral_EVI_spring,Spectral-composite,spring,YES,S,0.201,-0.082,0.196,-0.193,0.303,no,unstable,False,False,labile,False,EXCLUDE-UNSTABLE
spectral_EVI_summer,Spectral-composite,summer,YES,S,0.247,-0.017,0.295,0.079,0.299,no,weak,False,True,labile,True,DROP-WEAK
spectral_GNDVI_autumn,Spectral-composite,autumn,YES,S,0.323,0.074,0.619,0.167,0.323,yes,zonal_only,False,True,labile,True,EXCLUDE-TEMPORAL
spectral_GNDVI_late_summer,Spectral-composite,late-summer,YES,S,0.25,0.017,0.337,-0.066,0.316,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
spectral_GNDVI_spring,Spectral-composite,spring,YES,S,0.09,-0.092,0.262,0.039,0.092,no,weak,False,False,labile,False,DROP-WEAK
spectral_GNDVI_summer,Spectral-composite,summer,YES,S,0.172,0.027,0.206,0.171,0.222,yes,weak,False,True,labile,True,DROP-WEAK
spectral_NDRE_autumn,Spectral-composite,autumn,YES,S,0.217,0.017,0.454,0.145,0.191,yes,weak,False,True,labile,True,DROP-WEAK
spectral_NDRE_late_summer,Spectral-composite,late-summer,YES,S,0.21,0.032,0.341,-0.196,0.293,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
spectral_NDRE_spring,Spectral-composite,spring,YES,S,0.169,-0.082,0.258,-0.04,0.216,no,weak,False,False,labile,False,DROP-WEAK
spectral_NDRE_summer,Spectral-composite,summer,YES,S,0.214,0.01,0.282,0.137,0.26,yes,weak,False,True,labile,True,DROP-WEAK
spectral_NDVI_autumn,Spectral-composite,autumn,YES,S,0.186,0.022,0.425,0.185,0.154,yes,weak,False,True,labile,True,DROP-WEAK
spectral_NDVI_late_summer,Spectral-composite,late-summer,YES,S,0.22,0.011,0.364,-0.193,0.301,no,unstable,False,True,labile,True,EXCLUDE-UNSTABLE
spectral_NDVI_spring,Spectral-composite,spring,YES,S,0.128,-0.081,0.22,-0.002,0.165,no,weak,False,False,labile,False,DROP-WEAK
spectral_NDVI_summer,Spectral-composite,summer,YES,S,0.197,0.016,0.231,0.119,0.248,yes,weak,False,True,labile,True,DROP-WEAK
spectral_PCA_1_autumn,Spectral-composite,autumn,YES,S,-0.196,-0.046,-0.136,0.176,-0.271,no,weak,False,True,labile,True,DROP-WEAK
spectral_PCA_1_late_summer,Spectral-composite,late-summer,YES,S,-0.119,-0.003,-0.064,0.295,-0.209,no,weak,False,True,labile,True,DROP-WEAK
spectral_PCA_1_spring,Spectral-composite,spring,YES,S,-0.305,-0.047,-0.367,,-0.305,no,zonal_only,False,False,labile,False,CONTROL-COVARIATE
spectral_PCA_1_summer,Spectral-composite,summer,YES,S,-0.312,-0.073,-0.339,-0.089,-0.363,no,zonal_only,False,True,labile,True,EXCLUDE-TEMPORAL
spectral_PCA_2_autumn,Spectral-composite,autumn,YES,S,0.143,0.06,0.372,0.156,0.152,yes,weak,False,True,labile,True,DROP-WEAK
